table_no,table_title,source_table_index,source_row,row_kind,subsection,explicit_code,effective_parent_code,work_type,basis,unit_raw,time_norm_raw_person_hours
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,20,norm,Умумий вентиляторлар сони 117 дона,27-2-5,27-2-5,"Электр кабеллари, симлари, автомат қўшувчи (включатель) магинито- пускателларни, туташмаларни ва шитларни бикирлиги ва техник соз ҳолда бўлишини назорати. Баландлик 6 метргача.",,1 комплект (4-5 донадан),"0,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,21,norm,Умумий вентиляторлар сони 117 дона,27-2-6,27-2-6,"Ҳавони йўналишини ўзгартирувчи аппарат МЭО-40/63-0,25-82 воситасида қаршиликсиз ишлашини текшириб кўриш техник ҳолатини махсус дафтарга қайд қилиш",,10 комплект,"3,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,22,norm,Умумий вентиляторлар сони 117 дона,27-2-7,27-2-7,"Эвакуация тамбур-шлюзларига ўрнатилган вентиляторларни оловини ушловчи клапанларини (3дона) соз бўлишини назорат қилиш, енгил ҳаракатланишини таъминлаш (тозалаш-мойлаш) ҳар 7 кунда",,1 комплект,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,23,norm,Умумий вентиляторлар сони 117 дона,27-2-8,27-2-8,Вентиляторлар заслонкаси NE 01.1- 01-3 ва клапанларни NE 01.1-01-3 ни техник ҳолатини ва герметикли- гини соз бўлишини таъминлаш учун назорат ва итшлатиб кўриш умумий бир ойда бир марта,,1 комплект,2
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,24,norm,Умумий вентиляторлар сони 117 дона,27-2-9,27-2-9,Ҳаво олиш ва чиқишларни шахталари эшикларини герметик ёпилишини таъминлаш,,6 дона,1 h
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,25,norm,Умумий вентиляторлар сони 117 дона,27-2-10,27-2-10,Шовқинларни пасайтирувчи ва оловни сўндирувчи узелларни соз бўлишини таъминлаш учун техник қаров ишларини бажариш,,1 комплект,"1,57"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,26,heading,3. Электр тизими,,27-2-10,3. Электр тизими,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,27,norm,3. Электр тизими,27-3-1,27-3-1,"Электр тизими эксплуатация ва профилактика қарови ҳамда назорати, 10 киши х2036=20360",,Мавсум давомида,20360
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,28,norm,3. Электр тизими,27-3-2,27-3-2,"РБУ -02-125,ЖКО-04/250 русумли ёритгичларни ҳар кун давомида кўздан кечириб назорат қилиш бландлиги, 5 m автогидроподёмник ёрдамида",,1816 дона,6
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,29,norm,3. Электр тизими,27-3-3,27-3-3,Ёритгичларни чанг ёки ифлосликдан ой давомида бир маротаба тозалаш. Бландлиги 5-6 m автогидроподёмник ёрдамида,,10 дона,4
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,30,norm,3. Электр тизими,27-3-4,27-3-4,"РБУ -02-400, русумли ёритгичларни ҳар кун давомида кўздан кечириб назорат қилиш бландлиги 9 m гача автогидроподёмник ёрдамида",,62 дона,"0,3"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,31,norm,3. Электр тизими,27-3-5,27-3-5,Ёритгичларни чанг ёки ифлосликдан ой давомида бир маротаба тозалаш. Бландлиги 9 m гача автогидроподёмник ёрдамида,,10 дона,6
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,32,norm,3. Электр тизими,27-3-6,27-3-6,"Электр кабеллари ўтказилган метал трубаларни, уланиш қутиларини ва кабелларини техник ҳолати назорати, 1 йилда 4 марта",,10 дона,7
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,33,norm,3. Электр тизими,27-3-7,27-3-7,"1000 волтгача бўлган ЯРВ яшиклари ва тақсимловчи шитлар техник қарови ва назорати, 1 ойда 4 марта",,10 дона,"2,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,34,norm,3. Электр тизими,27-3-8,27-3-8,"1000 волтгача бўлган ЯРВ яшиклари ва тақсимловчи шитларни ҳар-хил чиқинди ва тутун қурумлари, тузли чанглардан тозалаш 1 йилда 4 марта",,1 дона,2 h
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,35,norm,3. Электр тизими,27-3-9,27-3-9,ГКТП ва КТП ларни техник қарови ва назорати 1 ойда 4 марта,,10,"2,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,36,norm,3. Электр тизими,27-3-10,27-3-10,"ГКТП ва КТП ларни ҳар-хил чиқинди ва тутун қурумлари, тузли чанглардан тозалаш, 1 йилда 4 марта",,1дона,5
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,37,norm,3. Электр тизими,27-3-11,27-3-11,1000 волтдан юқори бўлган изоляторлар ва сақлагичларни техник назорати ва қарови,,10 дона,"2,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,38,norm,3. Электр тизими,27-3-12,27-3-12,"1000 волтдан юқори бўлган изолятор ва сақлагичларни ҳар-хил чиқинди ва тутун қурумлари, тузли чанглардан тозалаш 1 йилда 4 марта",,1 дона,3
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,39,norm,3. Электр тизими,27-3-13,27-3-13,1000 волтдан юқори бўлган РНЛД 10 кВ ажратгичларни чангдан тозалаш ва механизмларини мойлаш,,10дона,3
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,40,norm,3. Электр тизими,27-3-14,27-3-14,1000 волтдан юқори бўлган РНЛД 10 кВ ажратгичларни изоляторлар ва сақлагичларни техник назорати ва қарови,,1 дона,5
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,41,norm,3. Электр тизими,27-3-15,27-3-15,"Электр кабеллари каналини назорат қилиш ва тозалаш (1069+400)х4та х0,4х0,6\1410 m3",,100m3,"254,1"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,42,heading,4. Ёнгин хавфсизлиги тизими,,27-3-15,4. Ёнгин хавфсизлиги тизими,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,43,norm,4. Ёнгин хавфсизлиги тизими,27-4-1,27-4-1,Ёнғинга қарши тизим профилактикаси ва фойдаланиш 8 киши х 2036= 16288,,Мавсум давомида,16288
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,44,norm,4. Ёнгин хавфсизлиги тизими,27-4-2,27-4-2,"Ёнғиндан сақлаш қувири Д-159 mm, ни чанг ва қурумдан тозалаш 1 йилда 4 марта",,100m2,"8,74"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,45,norm,4. Ёнгин хавфсизлиги тизими,27-3-8,27-3-8,"1000 волтгача бўлган ЯРВ яшиклари ва тақсимловчи шитларни ҳар-хил чиқинди ва тутун қурумлари, тузли чанглардан тозалаш 1 йилда 4 марта",,1 дона,2 h
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,46,norm,4. Ёнгин хавфсизлиги тизими,27-3-9,27-3-9,ГКТП ва КТП ларни техник қарови ва назорати 1 ойда 4 марта,,10,"2,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,47,norm,4. Ёнгин хавфсизлиги тизими,27-3-10,27-3-10,"ГКТП ва КТП ларни ҳар-хил чиқинди ва тутун қурумлари, тузли чанглардан тозалаш, 1 йилда 4 марта",,1дона,5
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,48,norm,4. Ёнгин хавфсизлиги тизими,27-3-11,27-3-11,1000 волтдан юқори бўлган изоляторлар ва сақлагичларни техник назорати ва қарови,,10 дона,"2,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,49,norm,4. Ёнгин хавфсизлиги тизими,27-3-12,27-3-12,"1000 волтдан юқори бўлган изолятор ва сақлагичларни ҳар-хил чиқинди ва тутун қурумлари, тузли чанглардан тозалаш 1 йилда 4 марта",,1 дона,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,50,norm,4. Ёнгин хавфсизлиги тизими,27-3-13,27-3-13,1000 волтдан юқори бўлган РНЛД 10 кВ ажратгичларни чангдан тозалаш ва механизмларини мойлаш,,10дона,3
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,51,norm,4. Ёнгин хавфсизлиги тизими,27-3-14,27-3-14,1000 волтдан юқори бўлган РНЛД 10 кВ ажратгичларни изоляторлар ва сақлагичларни техник назорати ва қарови,,дона,5
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,52,norm,4. Ёнгин хавфсизлиги тизими,27-3-15,27-3-15,"Электр кабеллари каналини назорат қилиш ва тозалаш (1069+400)х4та х0,4х0,6\1410 m3",,100m3,"254,1"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,53,heading,5. Иситиш тизими,,27-3-15,5. Иситиш тизими,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,54,norm,5. Иситиш тизими,27-4-1,27-4-1,Иситиш тизими профилактикаси ва фойдаланиш 8 киши х2036= 16288,,Мавсум давомида,16288
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,55,norm,5. Иситиш тизими,27-4-2,27-4-2,"Қувурларни сақлаш Д-159 mm, ни чанг ва қурумдан тозалаш 1 йилда 4 марта",,100m2,"8,74"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,56,norm,5. Иситиш тизими,27-5-3,27-5-3,"Д=50 mm ва Д=80 mm фланецли задвижкаларни созлигини текшириш тозалаш, мойлаш",,1 дона,"0,32"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,57,norm,5. Иситиш тизими,27-5-4,27-5-4,Д=100 mm фланецли задвижкаларни техник қарови,,1 дона,"0,32"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,58,norm,5. Иситиш тизими,27-5-5,27-5-5,Д=150 mm фланецли задвижкаларни техник қарови,,1 дона,"0,48"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,59,norm,5. Иситиш тизими,27-5-6,27-5-6,"Қозонларни техник қаров, тозалаш 4 қозон",,1 дона,"0,62"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,60,norm,5. Иситиш тизими,27-5-7,27-5-7,"Қозонхона суви меъёрида бўлишини таъминлаш, транспорт ёрдамида 7 km дан сув ташиб келтириш",,10 t,"2,3"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,61,heading,6. Телевизон кузатув тизими,,27-5-7,6. Телевизон кузатув тизими,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,62,norm,6. Телевизон кузатув тизими,27-6-1,27-6-1,"Телекузатув тизим, телемониторлар ва марказий диспечерлик хизмати, 25 киши х 2036=50900",,Мавсум давомида,50900
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,63,heading,7. Алоқа тизими,,27-6-1,7. Алоқа тизими,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,64,norm,7. Алоқа тизими,27-7-1,27-7-1,"Алоқа тизимини эксплуатацияси, прфилактика қарови ва назорати 5х2036=10180 одам/соат",,Мавсум давомида,10180
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,65,norm,7. Алоқа тизими,27-7-2,27-7-2,"Алоқа тизими ускуналарини назорати, 1ойда 8 марта (7 комплект)",,1комплект,"2,1"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,66,norm,7. Алоқа тизими,27-7-3,27-7-3,"Алоқа кабеллари назорати 18 km, 1 ойда 15 марта",,1 km,"1,1"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,67,norm,7. Алоқа тизими,27-7-4,27-7-4,Алоқа тизими ускуналарини профилактик қарови ва назорати 7 комплект ҳар куни,,1 комплект,"2,0"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,68,norm,7. Алоқа тизими,27-7-5,27-7-5,Алоқа кабелларини муфталарини техник қарови муфталар сони 30 дона,,1 дона,"7,5"
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,69,heading,8. Хўжалик ишлари,,27-7-5,8. Хўжалик ишлари,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,70,norm,8. Хўжалик ишлари,27-8-1,27-8-1,Ишчи хизматчиларга навбатчиликда 4 маҳал иссик овқат таёрлаш (6 киши),,Йил давомида,12252
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,71,norm,8. Хўжалик ишлари,27-8-2,27-8-2,"Нон маҳсулотлари таёрлаш, цех мутахасислари",,Йил давомида,4072
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,72,heading,9. Қутқарув гуруҳи хизмати,,27-8-2,9. Қутқарув гуруҳи хизмати,,,
27,27. Тонел иншоотини сақлаш учун вақт меъёрлари,28,73,norm,9. Қутқарув гуруҳи хизмати,27-9-1,27-9-1,Ҳарбийлаштирилган тоғ-кон саноати қутқарув отряди (ВГЧС саноат тоғ-кон қутқарув хизмати гуруҳи) хизмати,,Йил давомида,16288
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,2,norm,,1,1,Тайёргарлик ишлари,К27-1,Одам/соат,"0,009"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,3,norm,,2,2,"Кўчма йўл лаборатория тайёргарлик ишлари, иккала йўналишда (олдинга ва орқага).",К27-2,Одам/соат,"0,038"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,4,norm,,2,2,Кўчма йўл лаборатория автомобили (КЙЛ),К27-2,Маш/соат,"0,018"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,5,norm,,3,3,"Кўчма йўл лаборатория-сида (КЙЛ) ҳар икки йўналишда (тўғри ва тескари) йўлнинг панорамали видео тасвири, бўйлама ва кўндаланг қияликлар, режадаги эгри чизиқлар радиуси, бўйлама равонликни ва GPS-координаталарини қайд этиш",К27-3,Одам/соат,"0,634"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,6,norm,,3,3,КЙЛ автомобили,К27-3,Маш/соат,"0,317"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,7,norm,,4,4,Кўчма йўл лабораториясида ишларни якунлаш иккала йўналишда (тўғри ва тескари),К27-4,Одам/соат,"0,013"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,8,norm,,4,4,КЙЛ автомобили,К27-4,Маш/соат,"0,006"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,9,norm,,5,5,Дала-қидирув ишларига тайёргарлик ишлари (объектда),К27-5,Одам/соат,"0,207"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,10,norm,,6,6,Кўндаланг профилнинг геометрик элементларини ўлчаш ишлари (ўлчовлар ҳар 1 километрда амалга оширилади),К27-6,Одам/соат,"0,207"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,11,norm,,6,6,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-6,Маш/соат,"0,069"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,12,norm,,7,7,Илашиш коэффициен-тини ўлчаш ишлари (ўлчовлар ҳар 1 километрда амалга оширилади),К27-7,Одам/соат,"0,485"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,13,norm,,7,7,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-7,Маш/соат,"0,142"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,14,norm,,8,8,Йўл тўшамаси конструкцияси қатламларини ўлчаш ишлари (ўлчовлар ҳар 1 километрда амалга оширилади),,,
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,15,norm,,8,8,- бир ёки икки тасмали автомобиль йўлларида,К27-8,Одам/соат,"1,966"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,16,norm,,8,8,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-8,Маш/соат,"0,699"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,17,norm,,8,8,- тўрт тасмали (ёки ундан кўп) ажратувчи тасмали ва тўсиқли.,К27-8,Одам/соат,"3,932"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,18,norm,,8,8,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-8,Маш/соат,"1,398"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,19,norm,,9,9,Йўл тўшамаси мустаҳкамлигини ўлчаш (статик усул) (ўлчовлар ҳар 1 километрда амалга оширилади),К27-9,,
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,20,norm,,9,9,- бир ёки икки тасмали автомобиль йўлларида,К27-9,Одам/соат,"0,904"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,21,norm,,9,9,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-9,Маш/соат,"0,335"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,22,norm,,9,9,- тўрт тасмали (ёки ундан кўп) ажратувчи тасмали ва тўсиқли.,К27-9,Одам/соат,"1,808"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,23,norm,,9,9,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-9,Маш/соат,"0,670"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,24,norm,,10,10,Кўндаланг равонликни ўлчаш ишлари,К27-10,Одам/соат,"0,604"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,25,norm,,10,10,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-10,Маш/соат,"0,302"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,26,norm,,11,11,Ўртача суткалик ҳаракат жадаллигини ва транспорт оқими таркибини ўлчаш (авт/сут.) (авт/сут),К27-11,Одам/соат,"0,172"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,27,norm,,11,11,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-11,Маш/соат,"0,082"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,28,norm,,12,12,Сунъий иншоотларни (кўприклар) текшириш,К27-12,Одам/соат,"0,909"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,29,norm,,12,12,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-12,Маш/соат,"0,303"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,30,norm,,13,13,Қувурни текшириш,К27-13,Одам/соат,"0,774"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,31,norm,,13,13,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-13,Маш/соат,"0,258"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,32,norm,,14,14,Таянч деворларни ўлчаш,К27-14,Одам/соат,"0,032"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,33,norm,,14,14,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-14,Маш/соат,"0,016"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,34,norm,,15,15,"Йўл тўшамаси конструкцияси ва кўндаланг равонлиги, йўл тўшамаси мустаҳкамлигини (статик усул), сунъий иншоотларни (кўприклар, қувурлар ва таянч деворлари) ва кўндаланг профилнинг геометрик элементлари ва ишқаланиш коэффициентларини ўлчаш бўйича ишларни бажариш учун ишчи гуруҳнинг бир ўлчов пунктидан иккинчи ўлчов пунктига 30 км/соат тезликда ҳаракатланиши.",К27-15,,
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,35,norm,,15,15,- бир ёки икки тасмали автомобиль йўлларида,К27-15,Одам/соат,"0,546"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,36,norm,,15,15,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-15,Маш/соат,"0,156"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,37,norm,,15,15,- тўрт тасмали (ёки ундан кўп) ажратувчи тасмали ва тўсиқли.,К27-15,Одам/соат,"0,975"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,38,norm,,15,15,Автомобиль (мутахассис ва ускуналарни объектда олиб юриш учун),К27-15,Маш/соат,"0,273"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,39,norm,,16,16,Дала-қидирув ишлари бўйича якуний ишлар,К27-16,Одам/соат,"0,199"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,40,norm,,17,17,Маълумотларни камерал қайта ишлаш ва дала-қидирув ишлари натижаларини таҳлил қилиш,К27-17,Одам/соат,"8,141"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,41,norm,,18,18,Ҳисобот тайёрлаш,К27-18,Одам/соат,"0,015"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,42,heading,Умумий вақт меъёрлари,,18,Умумий вақт меъёрлари,,,
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,43,variant_or_continuation,Умумий вақт меъёрлари,,18,бир ёки икки тасмали автомобиль йўлларида,,Одам/соат,"15,855"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,44,variant_or_continuation,Умумий вақт меъёрлари,,18,Автомобиллар,,Маш/соат,"2,703"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,45,variant_or_continuation,Умумий вақт меъёрлари,,18,- тўрт тасмали (ёки ундан кўп) ажратувчи тасмали ва тўсиқли.,,Одам/соат,"19,154"
28,28. Автомобил йўллари техник ҳолатини диагностикадан ўтказиш ва баҳолаш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,29,46,variant_or_continuation,Умумий вақт меъёрлари,,18,Автомобиллар,,Маш/соат,"3,854"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,2,norm,,1,1,"Видеотасвирга олинган автомобил йўлининг параметрларини аниқлаш (кенглиги, эгрилиги, мавжуд йўл элементлари, ҳаракатни ташкил этишнинг техник воситалари, шунингдек йўл худудида жойлашган йўл ҳаракати хавфсизлигини ташкил этиш билан боғлиқ бўлмаган турли объектлар):",К28-1,,
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,3,norm,,1,1,- бир ва икки тасмали автомобил йўлларида,К28-1,Одам/соат,"0,760"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,4,norm,,1,1,- Ажратувчи тасма ва йўл тўсиғига эга бўлган тўрт тасмали (ёки ундан ортиқ тасмали) автомобил йўлларда,К28-1,Одам/соат,"0,862"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,5,norm,,2,2,Аниқланган маълумотларни компьютерга киритиш:,К28-2,,
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,6,norm,,2,2,- бир ва икки тасмали автомобил йўлларида,К28-2,Одам/соат,"0,294"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,7,norm,,2,2,- Ажратувчи тасма ва йўл тўсиғига эга бўлган тўрт тасмали (ёки ундан ортиқ тасмали) автомобил йўлларда,К28-2,Одам/соат,"0,394"
29,29. Автомобил йўлларини йўл ҳаракатини ташкил этилганлиги юзасидан аудитдан ўтказиш ишларининг 1 км автомобил йўли учун вақт меъёрлари.,30,8,norm,,3,3,"Мавжуд чорраҳалар, пиёдалар ўтиш жойлари параметрларини ўлчаш ва уларнинг жойлашуви ва ҳолати тўғрисидаги маълумотларни компьютерга киритиш:",К28-3,,
